#allele	genesymbol	genbank_cds_start	genbank_cds_stop	genbank_strand	curated_start	genbank_nucl_accession	genbank_prot_accession	refseq_nucl_accession	refseq_prot_accession	refseq_product
	dfrA12	106	603	1	0	EU650399.1	ACD02027.1	NG_052518.1	WP_071846383.1	trimethoprim-resistant dihydrofolate reductase DfrA12
	dfrA12	1166	1663	1	0	FJ763641.1	ACO24922.1	NG_052141.1	WP_032492456.1	trimethoprim-resistant dihydrofolate reductase DfrA12
	dfrA12	93	590	1	0	KJ546436.1	AIA09132.1	NG_052186.1	WP_071846212.1	trimethoprim-resistant dihydrofolate reductase DfrA12
	dfrA12	99	596	1	0	KJ568502.1	AIA09199.1	NG_052329.1	WP_071846282.1	trimethoprim-resistant dihydrofolate reductase DfrA12
	dfrA12	106	603	1	0	AB196348.1	BAD77819.1	NG_047688.1	WP_063844298.1	trimethoprim-resistant dihydrofolate reductase DfrA12
	dfrA12	269	766	1	0	AM040708.1	CAJ13564.1	NG_047689.1	WP_001083725.1	trimethoprim-resistant dihydrofolate reductase DfrA12
	dfrA12	90	587	1	0	FM877486.1	CAT00058.1	NG_047691.1	WP_063844321.1	trimethoprim-resistant dihydrofolate reductase DfrA12
	dfrA12	83	580	1	0	FR875302.1	CCC21010.1	NG_051893.1	WP_070342368.1	trimethoprim-resistant dihydrofolate reductase DfrA12
	dfrA14	116	589	1		DQ388123.1		NG_047699.2	WP_109545031.1	trimethoprim-resistant dihydrofolate reductase DfrA14
	dfrA14	14	487	1	0	AF393510.1	AAK73751.1	NG_047696.1	WP_021529707.1	trimethoprim-resistant dihydrofolate reductase DfrA14
	dfrA14	618	1091	1	0	KF921535.1	AHK10285.1	NG_056035.1	WP_004201280.1	trimethoprim-resistant dihydrofolate reductase DfrA14
	dfrA14	235	708	1	0	Z50804.1	CAA90687.1	NG_047695.1	WP_032488755.1	trimethoprim-resistant dihydrofolate reductase DfrA14
	dfrA14	72	545	1	0	Z50805.1	CAA90688.1	NG_047694.1	WP_063844340.1	trimethoprim-resistant dihydrofolate reductase DfrA14
	dfrA15	2877	3350	1	0	AF156486.1	AAF27725.1	NG_047701.1	WP_001830196.1	trimethoprim-resistant dihydrofolate reductase DfrA15
	dfrA15	118	591	1	0	AF221900.1	AAF97623.1	NG_047702.1	WP_001355915.1	trimethoprim-resistant dihydrofolate reductase DfrA15
	dfrA15	4944	5417	1	0	DQ647028.2	ABG36698.1	NG_047703.1	WP_063844362.1	trimethoprim-resistant dihydrofolate reductase DfrA15
	dfrA15	177	650	1	0	AJ867237.1	CAI29521.1	NG_047704.1	WP_063844363.1	trimethoprim-resistant dihydrofolate reductase DfrA15
	dfrA16	115	588	1	0	AF077008.1	AAC32186.1	NG_047705.1	WP_063844364.1	trimethoprim-resistant dihydrofolate reductase DfrA16
	dfrA16	1352	1825	1	0	AF174129.3	AAK60186.1	NG_047706.1	WP_032490158.1	trimethoprim-resistant dihydrofolate reductase DfrA16
	dfrA16	401	874	1	0	AY878718.1	AAX18273.1	NG_047707.1	WP_032491316.1	trimethoprim-resistant dihydrofolate reductase DfrA16
	dfrA16	117	590	1	0	EU158182.1	ABW06431.1	NG_047708.1	WP_063844365.1	trimethoprim-resistant dihydrofolate reductase DfrA16
	dfrA17	119	592	1	0	AF180469.1	AAF07904.1	NG_047709.1	WP_001389366.1	trimethoprim-resistant dihydrofolate reductase DfrA17
	dfrA17	121	594	1	0	FJ807902.1	ACO24447.1	NG_047712.1	WP_063844368.1	trimethoprim-resistant dihydrofolate reductase DfrA17
	dfrA17	119	592	1	0	GU358475.1	ADC32458.1	NG_052272.1	WP_071846247.1	trimethoprim-resistant dihydrofolate reductase DfrA17
	dfrA17	119	592	1	0	JN645876.1	AEY84946.1	NG_052147.1	WP_071846191.1	trimethoprim-resistant dihydrofolate reductase DfrA17
	dfrA17	119	592	1	0	JN645879.1	AEY84952.1	NG_052149.1	WP_071846193.1	trimethoprim-resistant dihydrofolate reductase DfrA17
	dfrA17	119	592	1	0	JQ414038.1	AFI58045.1	NG_052153.1	WP_071846195.1	trimethoprim-resistant dihydrofolate reductase DfrA17
	dfrA17	609	1082	1	0	JQ837988.1	AFK79052.1	NG_052158.1	WP_071846199.1	trimethoprim-resistant dihydrofolate reductase DfrA17
	dfrA17	119	592	1	0	AB196349.1	BAD77822.1	NG_047710.1	WP_063844366.1	trimethoprim-resistant dihydrofolate reductase DfrA17
	dfrA17	119	592	1	0	AM932673.1	CAP69686.1	NG_047711.1	WP_063844367.1	trimethoprim-resistant dihydrofolate reductase DfrA17
	dfrA17	102	575	1	0	AM937244.2	CAP72501.2	NG_047713.1	WP_063844369.1	trimethoprim-resistant dihydrofolate reductase DfrA17
	dfrA20	1304	1813	1	0	AJ605332.1	CAE53424.1	NG_047714.1	WP_032491181.1	trimethoprim-resistant dihydrofolate reductase DfrA20
	dfrA22	2124	2621	1	0	KC200566.1	AGE81882.1	NG_052264.1	WP_071846242.1	trimethoprim-resistant dihydrofolate reductase DfrA22
	dfrA22	106	603	1	0	KF525301.1	AGY30828.1	NG_052409.1	WP_034072810.1	trimethoprim-resistant dihydrofolate reductase DfrA22
	dfrA22	325	822	1	0	AJ628423.2	CAF31623.1	NG_047716.1	WP_032667553.1	trimethoprim-resistant dihydrofolate reductase DfrA22
	dfrA22	245	742	1	0	AJ968952.1	CAI92122.1	NG_047717.1	WP_063844370.1	trimethoprim-resistant dihydrofolate reductase DfrA22
	dfrA22	88	585	1	0	FM957884.1	CAX16467.1	NG_047718.1	WP_063844371.1	trimethoprim-resistant dihydrofolate reductase DfrA22
	dfrA23	6743	7303	0	0	AJ746361.2	CAG34233.2	NG_047719.1	WP_001143450.1	trimethoprim-resistant dihydrofolate reductase DfrA23
	dfrA24	83	640	1	0	AJ972619.1	CAI99385.1	NG_047720.1	WP_063844376.1	trimethoprim-resistant dihydrofolate reductase DfrA24
	dfrA25	39	512	1		DQ267940.1		NG_047721.1	WP_029391998.1	trimethoprim-resistant dihydrofolate reductase DfrA25
	dfrA26	303	854	1	0	AM403715.1	CAL48457.1	NG_047722.1	WP_063844381.1	trimethoprim-resistant dihydrofolate reductase DfrA26
	dfrA3	103	591	1	0	J03306.1	AAA25550.1	NG_047726.1	WP_063844403.1	trimethoprim-resistant dihydrofolate reductase DfrA3
	dfrA30	705	1178	1	0	AM997279.2	CAQ53849.2	NG_047727.1	WP_063844408.1	trimethoprim-resistant dihydrofolate reductase DfrA30
	dfrA31	1832	2305	0	0	AB200915.1	BAD88719.1	NG_047728.1	WP_000703246.1	trimethoprim-resistant dihydrofolate reductase DfrA31
	dfrA34	1489	2076	1	0	JYRF01000065.1	KTN70288.1	NG_062229.1	WP_058652112.1	trimethoprim-resistant dihydrofolate reductase DfrA34
	dfrA3b	5616	6095	1	0	AY162283.2	AAN85115.1	NG_047730.1	WP_032491313.1	trimethoprim-resistant dihydrofolate reductase DfrA3b
	dfrA5	117	590	1	0	AY139589.1	AAN41408.1	NG_047732.1	WP_063844445.1	trimethoprim-resistant dihydrofolate reductase DfrA5
	dfrA5	117	590	1	0	FJ001870.1	ACJ22951.1	NG_052524.1	WP_071846388.1	trimethoprim-resistant dihydrofolate reductase DfrA5
	dfrA5	91	564	1	0	KF030794.1	AGO57929.1	NG_052171.1	WP_071846201.1	trimethoprim-resistant dihydrofolate reductase DfrA5
	dfrA5	117	590	1	0	AB188269.1	BAD99255.1	NG_051699.1	WP_001317507.1	trimethoprim-resistant dihydrofolate reductase DfrA5
	dfrA6	329	802	1	0	FJ905898.1	ACY06082.1	NG_047735.1	WP_063844461.1	trimethoprim-resistant dihydrofolate reductase DfrA6
	dfrA6	336	809	1	0	Z86002.1	CAB06660.1	NG_047734.1	WP_063844458.1	trimethoprim-resistant dihydrofolate reductase DfrA6
	dfrA7	119	592	1	0	EU339235.1	ABY55284.1	NG_047739.1	WP_063844473.1	trimethoprim-resistant dihydrofolate reductase DfrA7
	dfrA7	102	575	1	0	AB161450.1	BAD08522.1	NG_047737.1	WP_000703418.1	trimethoprim-resistant dihydrofolate reductase DfrA7
	dfrA7	119	592	1	0	AJ884724.1	CAI57693.1	NG_047738.1	WP_063844472.1	trimethoprim-resistant dihydrofolate reductase DfrA7
	dfrA7	117	590	1	0	FN563072.1	CBH31027.1	NG_047740.1	WP_063844474.1	trimethoprim-resistant dihydrofolate reductase DfrA7
	dfrA8	711	1220	1	0	U10186.1	AAA68493.1	NG_047741.1	WP_000571065.1	trimethoprim-resistant dihydrofolate reductase DfrA8
	dfrA9	726	1259	1	0	X57730.1	CAA40897.1	NG_047742.1	WP_063844475.1	trimethoprim-resistant dihydrofolate reductase DfrA9
dfrB3	dfrB	5957	6193	0	0	X72585.1	CAA51181.1	NG_047747.1	WP_010890144.1	trimethoprim-resistant dihydrofolate reductase DfrB3
dfrB6	dfrB	394	630	1	0	DQ274503.1	ABB72057.1	NG_047750.1	WP_063844479.1	trimethoprim-resistant dihydrofolate reductase DfrB6
dfrB8	dfrB	1048	1296	1	0	GU295656.1	ADB54781.1	NG_047751.1	WP_063844480.1	trimethoprim-resistant dihydrofolate reductase DfrB8
dfrB9	dfrB	1468	1704	1	0	KC675185.1	AGM20434.1	NG_052167.1	WP_071846200.1	trimethoprim-resistant dihydrofolate reductase DfrB9
	dfrB1	1423	1659	1		AM993098.1		NG_047744.1	WP_063844476.1	trimethoprim-resistant dihydrofolate reductase DfrB1
	dfrB1	717	953	1	0	U36276.1	AAA82255.1	NG_047743.1	WP_000442373.1	trimethoprim-resistant dihydrofolate reductase DfrB1
	dfrB2	1709	1945	1	0	AY139592.1	AAN41415.1	NG_047745.1	WP_015060228.1	trimethoprim-resistant dihydrofolate reductase DfrB2
	dfrB2	1094	1330	1	0	AY553333.1	AAT49071.1	NG_047746.1	WP_063844477.1	trimethoprim-resistant dihydrofolate reductase DfrB2
	dfrB4	165	401	1	0	EU339233.1	ABY55281.1	NG_047748.1	WP_063844478.1	trimethoprim-resistant dihydrofolate reductase DfrB4
	dfrB4	137	373	1	0	HQ317921.1	AEB21384.1	NG_052386.1	WP_071846316.1	trimethoprim-resistant dihydrofolate reductase DfrB4
	dfrB4	148	384	1	0	FM877484.1	CAT00052.1	NG_047749.1	WP_024167031.1	trimethoprim-resistant dihydrofolate reductase DfrB4
	dfrB5	2856	3092	1	0	AY943084.1	AAX46054.1	NG_047758.1	WP_063844482.1	trimethoprim-resistant dihydrofolate reductase DfrB5
	dfrC	337	822	1	0	Z48233.1	CAA88269.1	NG_047752.1	WP_001830952.1	trimethoprim-resistant dihydrofolate reductase DfrC
	dfrD	94	582	1	0	Z50141.1	CAA90487.1	NG_047754.1	WP_063844481.1	trimethoprim-resistant dihydrofolate reductase DfrD
	dfrE	233813	234307	0	0	AIIS01000002.1	EOD99669.1	NG_055770.1	WP_010710386.1	trimethoprim-resistant dihydrofolate reductase DfrE
	dfrF	393	887	1	0	AF028812.1	AAD01868.1	NG_047755.1	WP_002322211.1	trimethoprim-resistant dihydrofolate reductase DfrF
	dfrG	1013	1510	1	0	AB205645.1	BAE15963.1	NG_047756.1	WP_000868795.1	trimethoprim-resistant dihydrofolate reductase DfrG
	dfrI	93827	94402	0	0	CP000602.1	ABO40886.1	NG_047757.1	WP_011872849.1	trimethoprim-resistant dihydrofolate reductase DfrI
	dfrK	7508	7999	1	0	FN377602.2	CAY33090.1	NG_047759.1	WP_012779617.1	trimethoprim-resistant dihydrofolate reductase DfrK
	dfrK	3839	4330	1	0	FN677369.2	CBK33710.1	NG_047761.1	WP_031775848.1	trimethoprim-resistant dihydrofolate reductase DfrK
	dfrK	1	492	1	0	FN812951.1	CBL80435.1	NG_047760.1	WP_063844483.1	trimethoprim-resistant dihydrofolate reductase DfrK
	eat(A)	659270	660772	1	0	CP003351.1	AFC62715.1	NG_047762.1	WP_002296175.1	ABC-F type ribosomal protection protein Eat(A)
	emtA	660	1685	1	0	AF403298.1	AAL02176.1	NG_055266.1	WP_088245209.1	23S rRNA (guanine(2470)) methyltransferase EmtA
	ere(A)	137	1363	1	0	AF099140.1	AAC78336.1	NG_047763.1	WP_021566672.1	EreA family erythromycin esterase
	ere(A)	76	1302	1	0	AF326209.1	AAK69613.1	NG_047764.1	WP_063844484.1	EreA family erythromycin esterase
	ere(A)	2730	3950	1	0	AY183453.1	AAO38247.1	NG_047765.1	WP_032490532.1	EreA family erythromycin esterase
	ere(A)	2700	3920	1	0	DQ157752.1	AAZ91706.1	NG_047766.1	WP_063844485.1	EreA family erythromycin esterase
	ere(A)	1201	2421	1	0	GU067642.1	ACZ52984.1	NG_047767.1	WP_032084014.1	EreA family erythromycin esterase
	ere(A)	1313	2533	1	0	KJ522747.2	AHZ92257.1	NG_052426.1	WP_071846336.1	EreA family erythromycin esterase
	ere(A)	824	2044	1	0	KJ543551.1	AIA09100.1	NG_052184.1	WP_071846210.1	EreA family erythromycin esterase
	ere(A)	943	2199	1	0	FN396877.1	CAZ39951.1	NG_047770.1	WP_015059985.1	EreA family erythromycin esterase
ere(A2)	ere(A)	67	1293	1	0	AY183454.1	AAO38251.1	NG_050404.1	WP_032490534.1	inactive erythromycin esterase Ere(A2)
	ere(B)	383	1642	1	0	A15097.1	CAA01212.1	NG_047769.1	WP_063844486.1	EreB family erythromycin esterase
	ere(B)	383	1642	1	0	X03988.1	CAA27626.1	NG_047768.1	WP_032488343.1	EreB family erythromycin esterase
	ere(D)	332	1558	1	0	KP265721.1	AKO71461.1	NG_047771.1	WP_015345560.1	EreD family erythromycin esterase
	erm(30)	1283	2293	0	0	AF079138.1	AAC69328.1	NG_047772.1	WP_055641627.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(30)
	erm(31)	154	1122	1	0	AF079138.1	AAC69327.1	NG_047773.1	WP_063844492.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(31)
	erm(32)	1788	2630	1	0	AF055922.1	AAD12162.1	NG_047774.1	WP_063844496.1	23S rRNA (guanine(748)-N(1))-methyltransferase Erm(32)
	erm(32)	1790	2632	1	0	AJ009971.2	CAB37345.2	NG_047775.1	WP_043470786.1	23S rRNA (guanine(748)-N(1))-methyltransferase Erm(32)
	erm(33)	163	894	1	0	AJ313523.1	CAC86410.1	NG_047776.1	WP_011133550.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(33)
	erm(34)	355	1200	1	0	AY234334.1	AAP74657.1	NG_047777.1	WP_063844504.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(34)
	erm(35)	33	833	1	0	AF319779.2	AAK07612.2	NG_047778.1	WP_006745469.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(35)
	erm(36)	186	1031	1	0	AF462611.1	AAL68827.1	NG_047779.1	WP_015345217.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(36)
	erm(37)	2222248	2222787	1	0	CP002885.1	AHJ55183.1	NG_047780.1	WP_003900446.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(37)
	erm(38)	63	1223	1	0	AY154657.2	AAN86837.2	NG_047781.1	WP_063844518.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(38)
	erm(39)	2153	2893	1	0	AY487229.1	AAR92235.1	NG_047782.1	WP_038563636.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(39)
	erm(40)	2035	2790	1	0	AY570506.1	AAS76623.1	NG_047783.1	WP_036428783.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(40)
	erm(42)	4814	5719	1		AB601890.1		NG_047784.2	WP_052259183.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(42)
	erm(42)	1	906	1	0	FR734406.1	CBY77552.1	NG_047785.1	WP_014325825.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(42)
	erm(43)	2187	2918	1	0	HE650138.1	CCF55073.1	NG_047786.1	WP_063844520.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(43)
	erm(44)	48617	49348	1	0	HG796218.2	CDL65151.1	NG_047787.1	WP_063844521.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(44)
	erm(44)v	14005	14736	1		LN623525.1		NG_055651.2	WP_041079981.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(44)v
	erm(45)	12074	12811	1	0	LN680996.1	CEJ95855.1	NG_047788.1	WP_063844522.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(45)
	erm(46)	1	813	1	0	KM679362.1	AJF36617.1	NG_054941.1	WP_087587931.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(46)
	erm(47)	80338	81078	1	0	KU612222.1	ANZ79476.1	NG_054944.1	WP_087587932.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(47)
	erm(48)	47370	48101	1	0	LT223129.1	CZT31773.1	NG_054962.1	WP_087587948.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(48)
	erm(A)	211	942	1	0	AF002716.1	AAB60941.1	NG_047790.1	WP_000810833.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)
	erm(A)	7865	8596	1	0	AB038513.1	BAC53825.1	NG_047791.1	WP_001072197.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)
	erm(A)	4551	5282	0	0	X03216.1	CAA26964.1	NG_047789.1	WP_001072201.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)
	erm(B)	318	1055	1	0	K00551.1	AAA25527.1	NG_047795.1	WP_063844614.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)
	erm(B)	922	1659	1	0	M19270.1	AAA25634.1	NG_047796.1	WP_063844619.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)
	erm(B)	851	1597	1	0	AF030064.1	AAB86539.1	NG_047842.1	WP_063844850.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)
	erm(B)	4433	5170	1	0	AF109075.2	AAD37840.1	NG_047800.1	WP_011861426.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)
	erm(B)	2132	2878	1	0	AF242872.1	AAF86219.1	NG_047801.1	WP_032489723.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)
	erm(B)	263	1000	1	0	AF299292.1	AAG42227.1	NG_047802.1	WP_001038792.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)
	erm(B)	247	999	1	0	AY082384.1	AAL99232.1	NG_056191.1	WP_011018369.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)
	erm(B)	326	1063	1	0	AY556392.1	AAT27432.1	NG_047803.1	WP_041152457.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)
	erm(B)	275	1012	1	0	JN899585.1	AFH54425.1	NG_047804.1	WP_002321849.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)
	erm(B)	8009	8746	0	0	X64695.1	CAA45935.1	NG_047797.1	WP_001038790.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)
	erm(B)	4463	5200	1	0	X72021.1	CAA50902.1	NG_047798.1	WP_001038795.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)
	erm(B)	300	1037	1	0	X81655.1	CAA57314.1	NG_047793.1	WP_063844601.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)
	erm(B)	262	999	1	0	Y00116.1	CAA68299.1	NG_047794.1	WP_002292226.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)
	erm(C)	988	1722	0	0	M19652.1	AAA20192.1	NG_047809.1	WP_001003264.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C)
	erm(C)	1453	2187	1	0	M13761.1	AAA98136.1	NG_047806.1	WP_001003263.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C)
	erm(C)	1680	2414	1	0	M17990.1	AAA98228.1	NG_047808.1	WP_063844768.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C)
	erm(C)	780	1514	1	0	M12730.1	AAA98296.1	NG_047807.1	WP_010889933.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C)
	erm(C)	524	1258	1	0	AF019140.1	AAC33146.1	NG_047813.1	WP_032489016.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C)
	erm(C)	405	1139	1	0	U82607.1	AAC45552.1	NG_047810.1	WP_032489009.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C)
	erm(C)	925	1659	0	0	DQ088624.1	AAY88963.1	NG_047815.1	WP_011282421.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C)
	erm(C)	7865	8599	1	0	CP000258.1	ABD22972.1	NG_055988.1	WP_001003260.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C)
	erm(C)	2382	3116	1	0	FJ489650.1	ACL81266.1	NG_047817.1	WP_032492416.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C)
	erm(C)	319	1053	1	0	AP006718.1	BAE05991.1	NG_055985.1	WP_011276921.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C)
	erm(C)	2004	2738	0	0	V01278.1	CAA24591.1	NG_047805.1	WP_007410443.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C)
	erm(C)	165	899	1	0	Y09001.1	CAA70206.1	NG_047812.1	WP_032489011.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C)
	erm(C)	58	792	1	0	Y09002.1	CAA70207.1	NG_047811.1	WP_032489010.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C)
	erm(C)	189	923	1	0	Y09003.1	CAA70208.1	NG_047814.1	WP_014158490.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C)
	erm(C)	1173	1907	0	0	AM159501.1	CAJ43792.1	NG_047816.1	WP_011382144.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C)
	erm(D)	772	1635	1	0	M77505.1	AAA22595.1	NG_047818.1	WP_003183781.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(D)
	erm(D)	391	1254	1	0	L08389.1	AAA22597.1	NG_047819.1	WP_063844769.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(D)
	erm(D)	430	1293	1	0	M29832.1	AAA22599.1	NG_047820.1	WP_025811090.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(D)
	erm(E)	284	1396	1	0	M11200.1	AAA26492.1	NG_047821.1	WP_063844770.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(E)
	erm(E)	190	1335	1	0	X51891.1	CAB60001.1	NG_047822.1	WP_009950391.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(E)
	erm(F)	1204	2004	1	0	M17808.1	AAA27431.1	NG_047825.1	WP_002682030.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(F)
	erm(F)	271	1071	1	0	M62487.1	AAA63165.1	NG_047823.1	WP_063844771.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(F)
	erm(F)	241	1041	1	0	M14730.1	AAA98217.1	NG_047824.1	WP_032488512.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(F)
	erm(F)	13555	14355	1	0	AJ311171.1	CAC47934.1	NG_047826.1	WP_063844773.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(F)
	erm(G)	672	1406	1	0	M15332.1	AAA22419.1	NG_047827.1	WP_014387027.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(G)
	erm(G)	202	936	1	0	L42817.1	AAC37034.1	NG_047828.1	WP_063844787.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(G)
	erm(G)	6631	7365	0	0	AJ557257.1	CAD89787.1	NG_047829.1	WP_063844791.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(G)
	erm(H)	244	1143	1	0	M16503.1	AAC32026.1	NG_047830.1	WP_063844794.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(H)
	erm(K)	727	1581	1	0	AB024564.1	BAA83962.1	NG_047831.1	WP_010896559.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(K)
	erm(N)	160	1035	1	0	X97721.2	CAA66307.2	NG_047832.1	WP_050364506.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(N)
	erm(O)	40	822	1	0	M74717.1	AAA26779.1	NG_047833.1	WP_003972831.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(O)
	erm(O)	21	800	1	0	AJ223970.1	CAA11706.1	NG_047834.1	WP_053138973.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(O)
	erm(Q)	262	1035	1	0	L22689.1	AAC36915.1	NG_047835.1	WP_007286427.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(Q)
	erm(R)	12450	13472	1	0	AY623658.2	AAU93796.1	NG_051866.1	WP_063844815.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(R)
	erm(S)	460	1419	1	0	M19269.1	AAA26742.1	NG_047837.1	WP_063844819.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(S)
	erm(T)	168	902	1	0	M64090.1	AAA98096.1	NG_047838.1	WP_063844825.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(T)
	erm(T)	934	1668	1	0	AF310974.1	AAG37071.1	NG_047839.1	WP_011117197.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(T)
	erm(T)	1989	2723	1	0	AY894138.1	AAX84025.1	NG_047841.1	WP_002345002.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(T)
	erm(T)	10767	11504	0	0	AJ488494.2	CAD32685.1	NG_047840.1	WP_011100845.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(T)
	erm(U)	28455	29294	0	0	EU124663.1	ABX00620.1	NG_047844.1	WP_063844861.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(U)
	erm(U)	361	1197	1	0	X62867.1	CAA44667.1	NG_047843.1	WP_063844854.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(U)
	erm(V)	397	1176	1	0	U59450.1	AAB51440.1	NG_047845.1	WP_063844868.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(V)
	erm(W)	1039	1974	1	0	D14532.1	BAA03402.1	NG_047846.1	WP_063844871.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(W)
	erm(X)	296	1150	1	0	M36726.1	AAA98484.1	NG_047848.1	WP_063844879.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X)
	erm(X)	4849	5610	1	0	U21300.1	AAC95475.1	NG_047849.1	WP_011116967.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X)
	erm(X)	1764	2618	1	0	AF338705.1	AAK28907.1	NG_047850.1	WP_063844889.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X)
	erm(X)	1234	2088	1	0	AF338706.1	AAK28910.1	NG_047851.1	WP_063844894.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X)
	erm(X)	3668	4522	1	0	AY255627.1	AAR07014.1	NG_047852.1	WP_011152925.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X)
	erm(X)	1556	2410	1	0	DQ643386.1	ABG26481.1	NG_047853.1	WP_011117480.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X)
	erm(X)	195	956	1	0	X51472.1	CAA35836.1	NG_047847.1	WP_032488331.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X)
	erm(X)	940	1794	1	0	AM748799.1	CAO72212.1	NG_047854.1	WP_063844922.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X)
	erm(Y)	556	1290	1	0	AB014481.1	BAB20748.1	NG_047855.1	WP_063844932.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(Y)
